date,content,tweets-cleaned,tweets-norm,stopwords-remove,stemmed_tweets,tokenized_content,tokenized_without_stemmed,label-fix
2023-06-21 04:07:57,"Naik biskita dikira bakal rada kosong gt yach. Soalnya tiap liat kek kosong mulu gituuu

Taunya rame wkkwkw. Padahal naik di halte ke 2","naik biskita dikira bakal rada kosong gt yach soalnya tiap liat kek kosong mulu gitu

taunya rame wkkwkw padahal naik di halte ke",naik biskita dikira bakal rada kosong begitu ya soalnya tiap lihat kayak kosong mulu begitu taunya rame wkkwkw padahal naik di halte ke,naik biskita rada kosong ya lihat kayak kosong mulu taunya rame wkkwkw naik halte,naik biskita rada kosong ya lihat kayak kosong mulu tau rame wkkwkw naik halte,"['naik', 'biskita', 'rada', 'kosong', 'ya', 'lihat', 'kayak', 'kosong', 'mulu', 'tau', 'rame', 'wkkwkw', 'naik', 'halte']","['naik', 'biskita', 'rada', 'kosong', 'ya', 'lihat', 'kayak', 'kosong', 'mulu', 'taunya', 'rame', 'wkkwkw', 'naik', 'halte']",Negatif
2023-06-20 14:27:42,@kembarannyabora @convomf Dom bogor kak ? Ada pusaka sama biskita 😂,dom bogor kak ada pusaka sama biskita,dom bogor kak ada pusaka sama biskita,dom bogor kak pusaka biskita,dom bogor kak pusaka biskita,"['dom', 'bogor', 'kak', 'pusaka', 'biskita']","['dom', 'bogor', 'kak', 'pusaka', 'biskita']",Netral
2023-06-20 11:52:39,lebay bgt nangis di dominos di biskita bahkan di angkot HAMPIR nangis.,lebay bgt nangis di dominos di biskita bahkan di angkot hampir nangis,lebay banget menangis di dominos di biskita bahkan di angkot hampir menangis,lebay banget menangis dominos biskita angkot menangis,lebay banget menang dominos biskita angkot menang,"['lebay', 'banget', 'menang', 'dominos', 'biskita', 'angkot', 'menang']","['lebay', 'banget', 'menangis', 'dominos', 'biskita', 'angkot', 'menangis']",Negatif
2023-06-20 10:18:37,"@bogorfess_ naik biskita yg ke arah ciawi, nanti turun di ciawi kamu bisa naik angkot cisarua atau bis marita/karunia bakti yg ijo",naik biskita yg ke arah ciawi nanti turun di ciawi kamu bisa naik angkot cisarua atau bis marita karunia bakti yg ijo,naik biskita yang ke arah ciawi nanti turun di ciawi kamu bisa naik angkot cisarua atau bis marita karunia bakti yang hijau,naik biskita arah ciawi turun ciawi bisa naik angkot cisarua bis marita karunia bakti hijau,naik biskita arah ciawi turun ciawi bisa naik angkot cisarua bis marita karunia bakti hijau,"['naik', 'biskita', 'arah', 'ciawi', 'turun', 'ciawi', 'bisa', 'naik', 'angkot', 'cisarua', 'bis', 'marita', 'karunia', 'bakti', 'hijau']","['naik', 'biskita', 'arah', 'ciawi', 'turun', 'ciawi', 'bisa', 'naik', 'angkot', 'cisarua', 'bis', 'marita', 'karunia', 'bakti', 'hijau']",Positif
2023-06-20 10:05:01,[bgr] kalo mau ke chillroom naek biskita turun dmna biar gojeknya gak mahal,bgr kalo mau ke chillroom naek biskita turun dmna biar gojeknya gak mahal,bgr kalo mau ke chillroom naik biskita turun dimana biar gojeknya enggak mahal,bgr kalo mau chillroom naik biskita turun dimana biar gojeknya mahal,bgr kalo mau chillroom naik biskita turun mana biar gojek mahal,"['bgr', 'kalo', 'mau', 'chillroom', 'naik', 'biskita', 'turun', 'mana', 'biar', 'gojek', 'mahal']","['bgr', 'kalo', 'mau', 'chillroom', 'naik', 'biskita', 'turun', 'dimana', 'biar', 'gojeknya', 'mahal']",Netral
2023-06-20 09:54:39,eh cara naik transpakuan gmn deh dan rutenya gmn?,eh cara naik transpakuan gmn deh dan rutenya gmn,eh cara naik transpakuan bagaimana deh dan rutenya bagaimana,eh naik transpakuan bagaimana deh rutenya bagaimana,eh naik transpakuan bagaimana deh rute bagaimana,"['eh', 'naik', 'transpakuan', 'bagaimana', 'deh', 'rute', 'bagaimana']","['eh', 'naik', 'transpakuan', 'bagaimana', 'deh', 'rutenya', 'bagaimana']",Netral
2023-06-20 09:21:02,seneng deh dapet pak supir biskita ramah banget,seneng deh dapet pak supir biskita ramah banget,senang deh dapat pak supir biskita ramah banget,senang deh supir biskita ramah banget,senang deh supir biskita ramah banget,"['senang', 'deh', 'supir', 'biskita', 'ramah', 'banget']","['senang', 'deh', 'supir', 'biskita', 'ramah', 'banget']",Positif
2023-06-20 08:52:41,SIAPAPUN TADI DI BISKITA BOGOR MBAK MBAK SEBELAH GW YANG PAKE BAJU PUTIH LG TELEPONAN AMA TEMENNYA NGOMONGIN SEMANTIC ERROR PLS GW MW IKUT,siapapun tadi di biskita bogor mbak mbak sebelah gw yang pake baju putih lg teleponan ama temennya ngomongin semantic error pls gw mw ikut,siapapun tadi di biskita bogor mbak mbak sebelah aku yang pakai baju putih lagi teleponan sama temannya mengomongkan semantic error pls aku mau ikut,biskita bogor mbak mbak sebelah pakai baju putih teleponan temannya mengomongkan semantic error pls mau,biskita bogor mbak mbak belah pakai baju putih telepon teman omong semantic error pls mau,"['biskita', 'bogor', 'mbak', 'mbak', 'belah', 'pakai', 'baju', 'putih', 'telepon', 'teman', 'omong', 'semantic', 'error', 'pls', 'mau']","['biskita', 'bogor', 'mbak', 'mbak', 'sebelah', 'pakai', 'baju', 'putih', 'teleponan', 'temannya', 'mengomongkan', 'semantic', 'error', 'pls', 'mau']",Netral
2023-06-20 07:49:22,@bogorfess_ naik biskita arah ciawi ntar naik angkot,naik biskita arah ciawi ntar naik angkot,naik biskita arah ciawi entar naik angkot,naik biskita arah ciawi entar naik angkot,naik biskita arah ciawi entar naik angkot,"['naik', 'biskita', 'arah', 'ciawi', 'entar', 'naik', 'angkot']","['naik', 'biskita', 'arah', 'ciawi', 'entar', 'naik', 'angkot']",Positif
2023-06-20 05:12:42,bogor hari ini ampun deh panas bangettt ((mau keliling naik biskita)) https://t.co/5NZoS39jMP,bogor hari ini ampun deh panas banget mau keliling naik biskita,bogor hari ini ampun deh panas banget mau keliling naik biskita,bogor ampun deh panas banget mau keliling naik biskita,bogor ampun deh panas banget mau keliling naik biskita,"['bogor', 'ampun', 'deh', 'panas', 'banget', 'mau', 'keliling', 'naik', 'biskita']","['bogor', 'ampun', 'deh', 'panas', 'banget', 'mau', 'keliling', 'naik', 'biskita']",Positif
2023-06-19 10:04:05,@mudkif biskita ani anak si karim? 😱,biskita ani anak si karim,biskita ani anak sih karim,biskita ani anak sih karim,biskita ani anak sih karim,"['biskita', 'ani', 'anak', 'sih', 'karim']","['biskita', 'ani', 'anak', 'sih', 'karim']",Spam/Hapus
2023-06-19 08:30:00,[Bgr] jadi kalo dari botani square naek biskita dmma biar balik ke bubulakaak,bgr jadi kalo dari botani square naek biskita dmma biar balik ke bubulakaak,bgr jadi kalo dari botani square naik biskita dimana biar balik ke bubulakaak,bgr kalo botani square naik biskita dimana biar bubulakaak,bgr kalo botani square naik biskita mana biar bubulakaak,"['bgr', 'kalo', 'botani', 'square', 'naik', 'biskita', 'mana', 'biar', 'bubulakaak']","['bgr', 'kalo', 'botani', 'square', 'naik', 'biskita', 'dimana', 'biar', 'bubulakaak']",Netral
2023-06-19 08:20:00,"Mau tanya dong warga [bgr] biskita kan udah berbayar, ada minimal saldo di emoney gak? Kalau pas-pasan ada 4.500 bisa dipake gak?",mau tanya dong warga bgr biskita kan udah berbayar ada minimal saldo di emoney gak kalau pas pasan ada bisa dipake gak,mau tanya dong warga bgr biskita kan sudah berbayar ada minimal saldo di emoney enggak kalau pas pasan ada bisa dipakai enggak,mau tanya warga bgr biskita berbayar minimal saldo emoney pas pasan bisa dipakai,mau tanya warga bgr biskita bayar minimal saldo emoney pas pas bisa pakai,"['mau', 'tanya', 'warga', 'bgr', 'biskita', 'bayar', 'minimal', 'saldo', 'emoney', 'pas', 'pas', 'bisa', 'pakai']","['mau', 'tanya', 'warga', 'bgr', 'biskita', 'berbayar', 'minimal', 'saldo', 'emoney', 'pas', 'pasan', 'bisa', 'dipakai']",Netral
2023-06-19 06:04:08,@katariskina nanti kalo udah akrab juga jadi biskita.,nanti kalo udah akrab juga jadi biskita,nanti kalo sudah akrab juga jadi biskita,kalo akrab biskita,kalo akrab biskita,"['kalo', 'akrab', 'biskita']","['kalo', 'akrab', 'biskita']",Netral
2023-06-19 05:47:58,"@bogorfess_ bhumi living, nako yasmin tp naik biskita",bhumi living nako yasmin tp naik biskita,bhumi living nako yasmin tapi naik biskita,bhumi living nako yasmin naik biskita,bhumi living nako yasmin naik biskita,"['bhumi', 'living', 'nako', 'yasmin', 'naik', 'biskita']","['bhumi', 'living', 'nako', 'yasmin', 'naik', 'biskita']",Spam/Hapus
2023-06-19 04:42:21,"@bogorfess_ https://t.co/eLsqwieg4Q

Cobain kesini kak bisa naik biskita turun di halte kesatuan atau naik 01","

cobain kesini kak bisa naik biskita turun di halte kesatuan atau naik",mencoba kesini kak bisa naik biskita turun di halte kesatuan atau naik,mencoba kesini kak bisa naik biskita turun halte kesatuan naik,coba kesini kak bisa naik biskita turun halte satu naik,"['coba', 'kesini', 'kak', 'bisa', 'naik', 'biskita', 'turun', 'halte', 'satu', 'naik']","['mencoba', 'kesini', 'kak', 'bisa', 'naik', 'biskita', 'turun', 'halte', 'kesatuan', 'naik']",Positif
2023-06-19 03:54:25,Anjrottt biskita mahal amat sihh🙄,anjrot biskita mahal amat sihh,anjing biskita mahal amat sih,anjing biskita mahal amat sih,anjing biskita mahal amat sih,"['anjing', 'biskita', 'mahal', 'amat', 'sih']","['anjing', 'biskita', 'mahal', 'amat', 'sih']",Negatif
2023-06-19 02:35:04,soalnya kek ngapain naro kursi mending ngamprak pak lebi enak😭👍🏻 nunggu angkot/biskita,soalnya kek ngapain naro kursi mending ngamprak pak lebi enak nunggu angkot biskita,soalnya kayak ngapain naro kursi mending ngamprak pak lebi enak menunggu angkot biskita,kayak ngapain naro kursi mending ngamprak lebi enak menunggu angkot biskita,kayak ngapain naro kursi mending ngamprak lebi enak tunggu angkot biskita,"['kayak', 'ngapain', 'naro', 'kursi', 'mending', 'ngamprak', 'lebi', 'enak', 'tunggu', 'angkot', 'biskita']","['kayak', 'ngapain', 'naro', 'kursi', 'mending', 'ngamprak', 'lebi', 'enak', 'menunggu', 'angkot', 'biskita']",Negatif
2023-06-19 00:31:52,ini gua naik biskita tapi ga turun gapapa gaksi maksudnya gw udah berangkat terus dijalan baru dibilang gausah masuk emang ajgg apa turun aj apa gausah gw takut ditegor eh,ini gua naik biskita tapi ga turun gapapa gaksi maksudnya gw udah berangkat terus dijalan baru dibilang gausah masuk emang ajgg apa turun aj apa gausah gw takut ditegor eh,ini aku naik biskita tapi enggak turun gapapa gaksi maksudnya aku sudah berangkat terus dijalan baru dibilang enggak usah masuk memang anjing apa turun saja apa enggak usah aku takut ditegor eh,naik biskita turun gapapa gaksi maksudnya berangkat dijalan dibilang usah masuk anjing apa turun apa usah takut ditegor eh,naik biskita turun gapapa gaksi maksud berangkat jalan bilang usah masuk anjing apa turun apa usah takut ditegor eh,"['naik', 'biskita', 'turun', 'gapapa', 'gaksi', 'maksud', 'berangkat', 'jalan', 'bilang', 'usah', 'masuk', 'anjing', 'apa', 'turun', 'apa', 'usah', 'takut', 'ditegor', 'eh']","['naik', 'biskita', 'turun', 'gapapa', 'gaksi', 'maksudnya', 'berangkat', 'dijalan', 'dibilang', 'usah', 'masuk', 'anjing', 'apa', 'turun', 'apa', 'usah', 'takut', 'ditegor', 'eh']",Negatif
2023-06-18 23:32:33,@annarrchives gk bisa tp kan bisa naik biskita 🥲🥲🥲🥲,gk bisa tp kan bisa naik biskita,enggak bisa tapi kan bisa naik biskita,bisa bisa naik biskita,bisa bisa naik biskita,"['bisa', 'bisa', 'naik', 'biskita']","['bisa', 'bisa', 'naik', 'biskita']",Positif
2023-06-18 22:36:18,"baru aja pada demo kan yg masalah biskita masih gratis bikin penumpang berkurang, terus tiba² aja kelar hari itu jg, gatau dah tu diapain 😂 emang susah mau maju, ada contoh kayak jaklingko tapi ga diadaptasi sampe skrg 😀",baru aja pada demo kan yg masalah biskita masih gratis bikin penumpang berkurang terus tiba aja kelar hari itu jg gatau dah tu diapain emang susah mau maju ada contoh kayak jaklingko tapi ga diadaptasi sampe skrg,baru saja pada demo kan yang masalah biskita masih gratis bikin penumpang berkurang terus tiba saja kelar hari itu juga enggak tau udah itu diapakan memang susah mau maju ada contoh kayak jaklingko tapi enggak diadaptasi sampai sekarang,demo biskita gratis bikin penumpang berkurang kelar tau udah diapakan susah mau maju contoh kayak jaklingko diadaptasi sekarang,demo biskita gratis bikin tumpang kurang kelar tau udah apa susah mau maju contoh kayak jaklingko adaptasi sekarang,"['demo', 'biskita', 'gratis', 'bikin', 'tumpang', 'kurang', 'kelar', 'tau', 'udah', 'apa', 'susah', 'mau', 'maju', 'contoh', 'kayak', 'jaklingko', 'adaptasi', 'sekarang']","['demo', 'biskita', 'gratis', 'bikin', 'penumpang', 'berkurang', 'kelar', 'tau', 'udah', 'diapakan', 'susah', 'mau', 'maju', 'contoh', 'kayak', 'jaklingko', 'diadaptasi', 'sekarang']",Negatif
2023-06-18 20:54:27,@ytrae_ biskita singkatan dari bisa kali kita 👉👈,biskita singkatan dari bisa kali kita,biskita singkatan dari bisa kali kita,biskita singkatan bisa kali,biskita singkat bisa kali,"['biskita', 'singkat', 'bisa', 'kali']","['biskita', 'singkatan', 'bisa', 'kali']",Netral
2023-06-18 16:52:46,"@txtdaribogor udah bener2 ga respect ama ni transportasi, kirain abis demoin biskita kemaren bakal ada bebenah juga dari kerjanya mereka,taunya masih gitu2 aja, emg udah ga relevan ini transportasi makin kesini, yuk bisa yuk pelan2 dirombak (lagi)🗿😂",udah bener ga respect ama ni transportasi kirain abis demoin biskita kemaren bakal ada bebenah juga dari kerjanya mereka taunya masih gitu aja emg udah ga relevan ini transportasi makin kesini yuk bisa yuk pelan dirombak lagi,sudah benar enggak respect sama nih transportasi mengira habis demoin biskita kemarin bakal ada bebenah juga dari kerjanya mereka taunya masih begitu saja memang sudah enggak relevan ini transportasi makin kesini yuk bisa yuk pelan dirombak lagi,respect nih transportasi habis demoin biskita kemarin bebenah kerjanya taunya relevan transportasi kesini yuk bisa yuk pelan dirombak,respect nih transportasi habis demoin biskita kemarin bebenah kerja tau relevan transportasi kesini yuk bisa yuk pelan rombak,"['respect', 'nih', 'transportasi', 'habis', 'demoin', 'biskita', 'kemarin', 'bebenah', 'kerja', 'tau', 'relevan', 'transportasi', 'kesini', 'yuk', 'bisa', 'yuk', 'pelan', 'rombak']","['respect', 'nih', 'transportasi', 'habis', 'demoin', 'biskita', 'kemarin', 'bebenah', 'kerjanya', 'taunya', 'relevan', 'transportasi', 'kesini', 'yuk', 'bisa', 'yuk', 'pelan', 'dirombak']",Negatif
2023-06-18 16:51:06,"@stillgray @geregepgep bukan brainwash katanya, cuman mau nyelamatin anak kecil yg merasa dirinya trans😂 transpakuan kali ah",bukan brainwash katanya cuman mau nyelamatin anak kecil yg merasa dirinya trans transpakuan kali ah,bukan brainwash katanya cuman mau nyelamatin anak kecil yang merasa dirinya trans transpakuan kali ah,brainwash cuman mau nyelamatin anak trans transpakuan kali ah,brainwash cuman mau nyelamatin anak trans transpakuan kali ah,"['brainwash', 'cuman', 'mau', 'nyelamatin', 'anak', 'trans', 'transpakuan', 'kali', 'ah']","['brainwash', 'cuman', 'mau', 'nyelamatin', 'anak', 'trans', 'transpakuan', 'kali', 'ah']",Netral
2023-06-18 15:38:54,biskita bisa ga ya nyampe pelosok aka ciampea/lw liang ke sono kan lumayan anjir ongkosnya cuma 4k😔😔,biskita bisa ga ya nyampe pelosok aka ciampea lw liang ke sono kan lumayan anjir ongkosnya cuma,biskita bisa enggak ya sampai pelosok aka ciampea kalau liang ke sono kan lumayan anjing ongkosnya cuma,biskita bisa ya pelosok aka ciampea liang sono lumayan anjing ongkosnya,biskita bisa ya pelosok aka ciampea liang sono lumayan anjing ongkos,"['biskita', 'bisa', 'ya', 'pelosok', 'aka', 'ciampea', 'liang', 'sono', 'lumayan', 'anjing', 'ongkos']","['biskita', 'bisa', 'ya', 'pelosok', 'aka', 'ciampea', 'liang', 'sono', 'lumayan', 'anjing', 'ongkosnya']",Positif
2023-06-18 15:20:01,[bgr] ke zoologi naek biskita turun dmna ya sekarang? biskita masih lewat surken gaya?,bgr ke zoologi naek biskita turun dmna ya sekarang biskita masih lewat surken gaya,bgr ke zoologi naik biskita turun dimana ya sekarang biskita masih lewat surken gaya,bgr zoologi naik biskita turun dimana ya sekarang biskita surken gaya,bgr zoologi naik biskita turun mana ya sekarang biskita surken gaya,"['bgr', 'zoologi', 'naik', 'biskita', 'turun', 'mana', 'ya', 'sekarang', 'biskita', 'surken', 'gaya']","['bgr', 'zoologi', 'naik', 'biskita', 'turun', 'dimana', 'ya', 'sekarang', 'biskita', 'surken', 'gaya']",Netral
2023-06-18 13:04:52,@ytrae_ Iya sih adik kaka cewe jarang keluar bareng. Krn masing2 pnya teman &amp; hobby beda2. Aya mau kemana naik biskita?🙈 Eh jgn dijwb ini yg baca bnyk. Oca nyariin aku gak btw?😂,iya sih adik kaka cewe jarang keluar bareng krn masing pnya teman hobby beda aya mau kemana naik biskita eh jgn dijwb ini yg baca bnyk oca nyariin aku gak btw,iya sih adik kakak cewek jarang keluar bareng karena masing punya teman hobby beda aya mau kemana naik biskita eh jangan dijawab ini yang baca banyak oca nyariin aku enggak btw,iya sih adik kakak cewek jarang bareng teman hobby beda aya mau kemana naik biskita eh baca oca nyariin btw,iya sih adik kakak cewek jarang bareng teman hobby beda aya mau mana naik biskita eh baca oca nyariin btw,"['iya', 'sih', 'adik', 'kakak', 'cewek', 'jarang', 'bareng', 'teman', 'hobby', 'beda', 'aya', 'mau', 'mana', 'naik', 'biskita', 'eh', 'baca', 'oca', 'nyariin', 'btw']","['iya', 'sih', 'adik', 'kakak', 'cewek', 'jarang', 'bareng', 'teman', 'hobby', 'beda', 'aya', 'mau', 'kemana', 'naik', 'biskita', 'eh', 'baca', 'oca', 'nyariin', 'btw']",Netral
2023-06-18 12:59:35,"@txtdaribogor sebagai warga kota bogor, saya maunya justru kota bogor bebas dari angkot. Perbanyak unit dan perluas jangkauan trans pakuan.. untuk wilayah jalan kecil dan agak masuk sudah ada ojol ini",sebagai warga kota bogor saya maunya justru kota bogor bebas dari angkot perbanyak unit dan perluas jangkauan transpakuan untuk wilayah jalan kecil dan agak masuk sudah ada ojol ini,sebagai warga kota bogor saya maunya justru kota bogor bebas dari angkot perbanyak unit dan perluas jangkauan transpakuan untuk wilayah jalan kecil dan agak masuk sudah ada ojol ini,warga kota bogor maunya kota bogor bebas angkot perbanyak unit perluas jangkauan transpakuan wilayah jalan masuk ojol,warga kota bogor mau kota bogor bebas angkot banyak unit luas jangkau transpakuan wilayah jalan masuk ojol,"['warga', 'kota', 'bogor', 'mau', 'kota', 'bogor', 'bebas', 'angkot', 'banyak', 'unit', 'luas', 'jangkau', 'transpakuan', 'wilayah', 'jalan', 'masuk', 'ojol']","['warga', 'kota', 'bogor', 'maunya', 'kota', 'bogor', 'bebas', 'angkot', 'perbanyak', 'unit', 'perluas', 'jangkauan', 'transpakuan', 'wilayah', 'jalan', 'masuk', 'ojol']",Positif
2023-06-18 12:49:13,@stayllmaa kmrin aqq naik biskita bkanny nmpel krtu d tmpat gmbar krtu mlah d tmpat scan qr mn aq lma bnget dsitu smpai d sait aiy am ornk,kmrin aqq naik biskita bkanny nmpel krtu d tmpat gmbar krtu mlah d tmpat scan qr mn aq lma bnget dsitu smpai d sait aiy am ornk,kemarin aqq naik biskita bkanny nmpel krtu di tmpat gmbar krtu malah di tmpat scan qr mana aku lama banget dsitu sampai di sait aiy sama ornk,kemarin aqq naik biskita bkanny nmpel krtu tmpat gmbar krtu tmpat scan qr mana lama banget dsitu sait aiy ornk,kemarin aqq naik biskita bkanny nmpel krtu tmpat gmbar krtu tmpat scan qr mana lama banget dsitu sait aiy ornk,"['kemarin', 'aqq', 'naik', 'biskita', 'bkanny', 'nmpel', 'krtu', 'tmpat', 'gmbar', 'krtu', 'tmpat', 'scan', 'qr', 'mana', 'lama', 'banget', 'dsitu', 'sait', 'aiy', 'ornk']","['kemarin', 'aqq', 'naik', 'biskita', 'bkanny', 'nmpel', 'krtu', 'tmpat', 'gmbar', 'krtu', 'tmpat', 'scan', 'qr', 'mana', 'lama', 'banget', 'dsitu', 'sait', 'aiy', 'ornk']",Positif
